Fierro,Cromo,Aluminio,Cobre,Plomo,Nickel,Plata,Estano,Titanio,Vanadio,Cadmio,Manganeso,Sodio,Potasio,Silicio,Zinc,Bario,Boro,Calcio,Molibdeno,Magnesio,Fosforo,v 40,Contenido agua,Índice PQ,Oxidacion,Partículas > 4um,Partículas > 6um,Partículas > 14um,Family,Estado,Diagnostic,Comentario,Recomendacion,
128507,36.9,0.6,0.1,0.2,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,6.7,0.1,29.9,1.4,0.1,0.1,201,315.75,0,40,3.44,139305,29212,742,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
129289,14.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9,3.3,0.1,31.6,1.8,0.7,0.1,239,306.41,0,15,4.01,38613,7194,336,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
129290,14.5,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7,5,0.1,31.9,2.4,0.1,0.1,244,310.17,0,20,3.92,45270,8952,514,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
129291,11.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,2.2,0.1,29.3,2.8,1,0.1,263,311,0,10,3.92,40809,5396,490,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
129292,36.8,0.3,0.1,0.1,0.1,0.6,0.1,0.1,0.3,0.1,0.4,0.1,0.4,0.1,0.9,7.1,0.1,30.1,2.6,0.1,0.1,243,312.85,0,40,3.82,67507,11037,641,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranajes y rodamientos, junto a
 contaminaciones determinadas por espectrometría se encuentran entre
 límites permisibles, grado de viscosidad aceptable para lubricante especificado.","Se sugiere mantener seguimiento según plan de mantenimiento para evaluar
 tendencias en desgaste y contaminación externa."
130922,16,0.3,0.1,0.5,0.1,1.3,0.4,0.1,0.3,0.5,0.9,0.1,0.2,0.1,2.5,4.5,0.1,35,2.7,0.2,0.1,221,305.23,0,15,3.45,3914,1640,183,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
130923,15.5,0.2,0.1,0.7,0.1,1.2,0.4,0.1,0.3,0.1,1.1,0.1,0.2,0.1,0.2,4.9,0.1,34.5,4.3,0.1,0.1,224,309.02,0,20,3.42,244274,55262,2121,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Se sugiere categorizar con inspección visual partículas ferrosas en tapones
 magnéticos, mantener seguimiento tribologico según plan de mantenimiento."
130924,15.7,0.3,0.1,0.5,0.1,0.9,0.4,0.1,0.1,0.5,0.9,0.1,0.1,0.1,0.3,2.6,0.1,34.3,2.5,0.2,0.1,217,310.11,0,15,3.46,32799,7199,874,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
131875,15,0.2,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.3,0.1,29.8,1,0.1,0.1,152,303.98,0,15,3.88,44603,8955,458,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
131876,13.5,0.1,0.1,0.1,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5,0.1,26.9,2,0.1,0.3,159,308.25,0,15,3.9,115103,20018,317,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
131877,14.8,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.9,0.1,28.9,0.4,0.1,0.3,155,309.75,0,15,3.89,25713,3414,203,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos, junto a contaminaciones
 externas se determinan dentro de lo permisible. Grado de
 viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
260956,19.4,0.1,0.1,7.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1,25.2,0.1,0.1,9.1,0.1,0.1,168,444.06,0,30,4.66,14397,1760,148,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
262231,18.4,0.1,0.1,6.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,28.9,0.1,0.1,8.3,0.1,0.8,205,454.2,0,20,4.9,82377,6659,199,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
262464,20.7,0.1,0.1,6.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,22.3,0.1,0.1,10,0.1,0.1,203,450.23,0,45,5.03,1268059,316600,48888,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranajes y rodamientos, junto a
 contaminaciones determinadas por espectrometría se encuentran entre
 limites permisibles, grado de viscosidad aceptable para lubricante especificado.","Se sugiere mantener seguimiento según plan de mantenimiento para evaluar
 tendencias en desgaste y contaminación externa."
263040,16.6,0.1,0.1,5.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,23.4,0.1,0.1,9.5,0.1,0.1,264,428.86,0,30,4.61,420417,69570,14198,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
264407,14.9,0.1,0.2,6.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,19.6,0.1,0.1,8.9,0.1,0.1,151,424.15,0,10,5.62,903957,189976,22454,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
265620,17.2,0.1,0.1,9.6,0.1,0.1,0.1,0.1,0.1,0.1,0.9,0.1,0.1,0.1,0.1,22.6,0.1,0.1,8.6,0.1,0.1,167,444.25,0,15,6.45,731606,183014,28310,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
266171,18.2,0.1,0.1,9.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.7,24.3,0.1,0.1,8.2,0.1,0.1,218,441.56,0,20,5.09,184389,31779,5580,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
267166,19.1,0.1,0.1,9.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,26.3,0.1,0.1,10.4,0.1,1.6,170,444.73,0,15,4.34,581553,140535,18531,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
270358,17.5,0.1,0.1,9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,35.6,0.1,0.1,6.3,0.1,0.1,211,447.19,0,20,5.8,594488,122657,11112,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
271633,17.8,0.1,0.1,7.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,38.2,0.1,0.1,5,0.1,0.1,238,439.2,0,15,5.93,294443,32124,138,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
272932,16.2,0.1,0.1,6.2,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,21.8,0.1,0.1,2.8,0.1,0.1,180,450.93,0,25,6.81,192822,43746,2941,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal de lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
276073,21.7,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.2,0.3,0.1,323,429.48,0,20,4.84,147093,29893,1162,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal de lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
291055,0.1,0.1,0.1,3.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.9,0.1,0.1,252,445.96,0,5,3.41,157579,23987,1179,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal de lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
34305,20.8,0.1,0.1,1.8,0.1,0.1,0.1,0.5,0.1,0.1,0.1,1.9,1.9,2.1,18.5,169,1.2,0.1,15.4,0.1,6.9,206,90.97,0,15,10.42,6895,1336,60,Gears,Normal,Normal,"Las características determinadas a la muestra se encuentran entre los
 rangos permitidos para el servicio manteniendo tendencias normales tanto
 en desgaste de metales como ingreso de contaminantes.",Se recomienda continuar con monitoreo de lubricante según plan de mantenimiento.
35816,12.4,0.3,0.1,2.6,0.1,0.4,0.1,0.1,0.1,0.3,0.1,1.1,0.1,0.1,7.1,154,2.3,0.7,10.5,0.4,3.1,134,90.79,0,10,9.6,9357,1126,72,Gears,Normal,Normal,"Las características determinadas a la muestra se encuentran dentro de
 los rangos permitidos para descansos. Tendencias de contaminantes externos
 y desgaste de metales se mantienen en su proceso dentro de los rangos
 permitidos de operación. Proceso de viscocidad estable.","Estado de lubricante se evalúa normal en operación, por lo cual se recomienda
 realizar seguimiento normal según plan de Mantenimiento."
36919,32.2,0.5,0.2,4.3,0.1,0.3,0.1,0.1,0.1,0.6,0.1,1.5,1.8,2.3,20.9,136,2,0.6,25.8,1,6,171,100.86,0,20,11.13,42325,8538,354,Gears,Normal,Normal,"Las características determinadas a la muestra se encuentran entre los
 rangos permitidos para el servicio. Grado de viscosidad estable para un
 ISO VG 100 Evidenciando un buen proceso de lubricación.","Continuar con monitoreo según plan de mantenimiento para ver tendencias
 en desgaste y contaminación."
37810,33.2,0.1,0.1,6.6,0.1,0.2,0.1,0.1,0.1,0.1,0.1,1.2,0.1,0.1,6.2,139,1.1,1,19.9,0.1,0.4,242,95.41,0,20,10.58,123621,22907,756,Gears,Normal,Normal,"Las características determinadas a la muestra se encuentran entre los
 rangos permitidos para el servicio manteniendo tendencias normales tanto
 en desgaste de metales como ingreso de contaminantes.",Se recomienda continuar con monitoreo de lubricante según plan de mantenimiento.
38905,30.6,0.3,1.1,8.1,0.1,0.2,0.1,0.3,0.1,0.6,0.1,1.3,1.6,2,24.5,155,1.2,0.7,19.6,0.3,6.2,292,89.48,0,10,11.21,31605,4388,310,Gears,Normal,Normal,"Se evidencian niveles normales para operación tanto en desgaste de metales
 como en ingreso de contaminantes. Análisis fisicoquímico determina
 que viscosidad se mantiene estable en óptima operación evidenciando
 un buen proceso de lubricación.",Continuar con monitoreo de lubricante y componentes según plan de mantenimiento.
49940,39.7,0.1,0.1,14.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,0.9,20.3,124,0.5,0.4,12.4,0.1,3.3,208,106.58,0,35,8.77,90514,7854,236,Gears,Normal,Normal,"Se mantienen estables tendencias de desgaste y contaminación externa,
 entre límites permisibles para la operación, Características fisicoquímicas
 mantienen grado de viscosidad con clasificación ISO VG 100.","Continuar con monitoreo de lubricante según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación. Verificar lubricante
 en uso, utilizar recomendado por fabricante."
54343,33.1,0.1,0.1,14.5,0.1,0.5,0.1,0.1,0.1,0.1,0.1,1.8,0.1,1.2,19.7,114,0.6,1,6.3,0.7,0.1,197,108.86,0,30,9.76,27011,6275,423,Gears,Normal,Normal,"Se evidencian niveles normales para operación tanto en desgaste de metales
 como en ingreso de contaminantes. Análisis fisicoquímico determina
 que viscosidad se mantiene estable en óptima operación evidenciando
 un buen proceso de lubricación.",Continuar con monitoreo de lubricante y componentes según plan de mantenimiento.
82620,27.8,0.1,0.1,1.6,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.1,5.3,0.7,0.1,0.1,2.2,1.5,0.9,87.1,229.41,0,20,3.07,8447,1675,180,Gears,Normal,Normal,"Niveles de desgaste en superficies de engranes y rodamientos se encuentran
 estables. Contaminaciones externas se determinan en concentraciones
 de menor tamaño por lo cual se mantienen dentro de lo permisible. Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo de lubricante evaluando nuevas alzas de desgaste
 y contaminantes según plan de mantenimiento."
180456,25.5,0.4,0.1,3.5,0.1,0.2,0.1,0.1,0.1,0.4,0.1,0.8,0.1,0.1,2.3,5.8,0.1,0.7,0.1,0.9,0.1,177,215.79,0,20,4.15,28564,5372,670,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
202627,18.1,0.1,0.1,5.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6,0.1,8.6,0.6,1.1,0.1,0.9,0.1,0.1,161,211.38,0,20,3.42,27968,6265,371,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
206295,12.6,0.2,0.1,4.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.7,1.8,1.5,0.1,0.9,0.1,0.1,177,208.54,0,10,3.11,54917,13656,423,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
210175,21.8,0.1,0.2,3.5,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.1,1.8,1,10.2,0.1,0.6,0.1,3.2,0.1,0.1,159,217.8,0,20,3.77,159418,39761,8751,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
211348,20.1,0.1,0.1,3.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.3,7.5,1.8,0.5,0.1,6.1,0.1,0.1,211,206.04,0,20,3.67,123834,28261,933,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
221298,15.7,0.2,0.1,3.6,0.1,0.1,0.1,0.6,0.1,0.2,0.1,0.1,0.3,0.1,5.3,0.8,0.4,0.9,1.9,0.1,0.1,292,212.58,0,10,3.57,13203,3251,166,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
226767,16.8,0.1,0.1,3.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.1,0.6,0.1,0.1,0.9,0.1,0.1,288,208.36,0,10,4.16,17589,3314,279,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
230862,23.3,0.2,0.1,4.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,2.7,0.2,10.4,3.3,0.1,0.1,2.2,0.1,0.1,193,211.68,0,20,3.58,7658,1826,141,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
241423,26.1,0.1,0.1,3.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.5,0.7,9.1,2.3,0.1,0.1,7.5,0.1,1.7,185,212.09,0,10,3.31,19857,3697,297,Gears,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran dentro de lo permisible. Grado de viscosidad y
 degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación."
